subjek,kategori,tabel_ringkas,tabel_lengkap,endpoint
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (Tahun), 2010 - 2024","Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/501/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Umur Harapan Hidup saat lahir menurut Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2020 - 2024","Umur Harapan Hidup saat lahir menurut Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2270/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2020 - 2024","Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2273/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Desa1/Kelurahan Yang Memiliki Sarana Kesehatan Menurut Provinsi, 2011 - 2024","Jumlah Desa1/Kelurahan Yang Memiliki Sarana Kesehatan Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/Mzh6ZDZ3VXg3bzRtUUVtRkZOZUpZdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Berobat Jalan Sebulan Terakhir Menurut Provinsi, dan Tempat/Cara Berobat, 2009-2024","Persentase Penduduk yang Berobat Jalan Sebulan Terakhir Menurut Provinsi, dan Tempat/Cara Berobat, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1620/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Indikator Kesehatan (Persen), 1995 - 2024","Indikator Kesehatan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/708/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Wanita Berumur 15-49 Tahun dan Berstatus Kawin yang Sedang Menggunakan/Memakai Alat KB (Persen), 2000 - 2024","Persentase Wanita Berumur 15-49 Tahun dan Berstatus Kawin yang Sedang Menggunakan/Memakai Alat KB (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/218/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Anak Umur 0-59 Bulan (Balita) yang Pernah Mendapat Imunisasi Campak Menurut Provinsi (Persen), 2004 - 2024","Persentase Anak Umur 0-59 Bulan (Balita) yang Pernah Mendapat Imunisasi Campak Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/211/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Bayi Umur 0-5 Bulan yang Menerima ASI Eksklusif Menurut Jenis Kelamin (Persen), 2015 - 2024","Persentase Bayi Umur 0-5 Bulan yang Menerima ASI Eksklusif Menurut Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1341/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Bayi Usia Kurang Dari 6 Bulan Yang Mendapatkan Asi Eksklusif Menurut Provinsi (Persen), 2015 - 2024","Persentase Bayi Usia Kurang Dari 6 Bulan Yang Mendapatkan Asi Eksklusif Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1340/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Mempunyai Keluhan Kesehatan dalam Sebulan Terakhir Menurut Provinsi (Persen), 2000 - 2024","Persentase Penduduk yang Mempunyai Keluhan Kesehatan dalam Sebulan Terakhir Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/222/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Mengobati Sendiri Selama Sebulan Terakhir Menurut Provinsi (Persen), 2015 - 2024","Persentase Penduduk yang Mengobati Sendiri Selama Sebulan Terakhir Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1974/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Klasifikasi Desa (Persen), 2015 - 2024","Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1537/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Kelompok Umur (Persen), 2015 - 2024","Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1535/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Jenis Kelamin (Persen), 2015 - 2024","Persentase Penduduk Berumur Kurang Dari Sama Dengan 18 Tahun yang Merokok Tembakau selama Sebulan Terakhir Menurut Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1533/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Kelompok Umur (Persen), 2015 - 2024","Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1438/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Kuintil Pengeluaran (Persen), 2015 - 2024","Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Kuintil Pengeluaran (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1437/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Klasifikasi Desa (Persen), 2015 - 2024","Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1436/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Provinsi (Persen), 2015 - 2024","Persentase Penduduk Berumur 15 Tahun ke Atas yang Merokok Tembakau selama Sebulan Terakhir Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1435/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Unmet Need Pelayanan Kesehatan Menurut Kelompok Umur (Persen), 2015 - 2024","Persentase Unmet Need Pelayanan Kesehatan Menurut Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1406/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Unmet Need Pelayanan Kesehatan Menurut Kuintil Pengeluaran (Persen), 2015 - 2024","Persentase Unmet Need Pelayanan Kesehatan Menurut Kuintil Pengeluaran (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1405/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Unmet Need Pelayanan Kesehatan Menurut Jenis Kelamin (Persen), 2015 - 2024","Persentase Unmet Need Pelayanan Kesehatan Menurut Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1404/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Unmet Need Pelayanan Kesehatan Menurut Klasifikasi Desa (Persen), 2015 - 2024","Persentase Unmet Need Pelayanan Kesehatan Menurut Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1403/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Unmet Need Pelayanan Kesehatan Menurut Provinsi (Persen), 2015 - 2024","Persentase Unmet Need Pelayanan Kesehatan Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1402/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Klasifikasi Desa dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Klasifikasi Desa dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1352/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Kuintil Pengeluaran dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Kuintil Pengeluaran dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1351/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Provinsi dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Pernah Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Provinsi dan Tempat Melahirkan Anak Lahir Hidup yang Terakhir di Fasilitas Kesehatan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1350/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Kuintil Pengeluaran dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Kuintil Pengeluaran dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1347/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Klasifikasi Desa dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Klasifikasi Desa dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1346/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Provinsi dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2015 - 2024","Persentase Perempuan Pernah Kawin Berumur 15-49 Tahun yang Melahirkan Anak Lahir Hidup (ALH) dalam 2 Tahun Terakhir menurut Provinsi dan Penolong Persalinan ALH yang Terakhir adalah Tenaga Kesehatan Terlatih (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1345/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Mempunyai Keluhan Kesehatan menurut Provinsi, Tipe daerah dan Jenis Kelamin, 2009-2024","Persentase Penduduk yang Mempunyai Keluhan Kesehatan menurut Provinsi, Tipe daerah dan Jenis Kelamin, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1617/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"[Metode Baru] Umur Harapan Hidup Saat Lahir (UHH) (Tahun), 2010 - 2024","[Metode Baru] Umur Harapan Hidup Saat Lahir (UHH) (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/414/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Kabupaten/Kota Endemis Filariasis yang Mencapai Eliminasi, 2015 - 2022","Jumlah Kabupaten/Kota Endemis Filariasis yang Mencapai Eliminasi, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1778/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Kabupaten/Kota dengan Eliminasi Kusta, 2016 - 2022","Jumlah Kabupaten/Kota dengan Eliminasi Kusta, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1770/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Kabupaten/Kota yang mencapai eliminasi Malaria, 2015 - 2022","Jumlah Kabupaten/Kota yang mencapai eliminasi Malaria, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1764/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Insiden Tuberkolosis (ITB) Per 100.000 Penduduk, 2015 - 2021","Insiden Tuberkolosis (ITB) Per 100.000 Penduduk, 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1763/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Kejadian Malaria Per 1000 Orang, 2010 - 2021","Kejadian Malaria Per 1000 Orang, 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1393/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk Umur 15 Tahun Ke Atas yang Merokok dalam Sebulan Terakhir Menurut Provinsi dan Kelompok Umur, 2017 - 2023","Persentase Penduduk Usia 15 Tahun Ke Atas yang Merokok dalam Sebulan Terakhir Menurut Provinsi dan Kelompok Umur, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/dlluMytKMXJMbjBIK2VGZFpiVEtuQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Distribusi Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir dan Tidak Berobat Jalan Menurut Provinsi dan Alasan Utama Tidak Berobat Jalan, 2018 - 2023","Distribusi Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir dan Tidak Berobat Jalan Menurut Provinsi dan Alasan Utama Tidak Berobat Jalan, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/elphU2NQeHZPQlhkRlZ5b1k2cUFwZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Tenaga Kesehatan Menurut Provinsi, 2016 - 2023","Jumlah Tenaga Kesehatan Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/aWpHRGF4UVBjZTVEODBHMTV4R0xUUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Distribusi Persentase Wanita Berumur Umur 15–49 Tahun Berstatus Kawin atau Pernah Kawin yang Melahirkan Hidup dalam Dua Tahun Terakhir Menurut Provinsi dan Penolong Persalinan, 2017 - 2023","Distribusi Persentase Wanita Berumur 15–49 Tahun yang Pernah Kawin dan Melahirkan Hidup dalam Dua Tahun Terakhir Menurut Provinsi dan Penolong Persalinan, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/OUxpRHI5dWVlT3JkcEc1K3pYOWJBUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,Indikator Kesehatan 1995-2023,Indikator Kesehatan 1995-2023,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1559/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Konsumsi Alkohol Oleh Penduduk Umur ≥ 15 Tahun Dalam Satu Tahun Terakhir (Liter Per Kapita), 2015 - 2022","Konsumsi Alkohol Oleh Penduduk Umur ≥ 15 Tahun Dalam Satu Tahun Terakhir (Liter Per Kapita), 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1475/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Perentase Wanita Berumur 15–49 Tahun yang Berstatus Kawin dan Menggunakan KB Menurut Provinsi, 2021 - 2022","Persentase Pasangan Usia Subur (PUS) Umur 15–49 Tahun yang Sedang Menggunakan Alat Keluarga Berencana (KB) atau Cara Tradisional untuk Menunda atau Mencegah Kehamilan Menurut Provinsi, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/WUptSkZUMDlSbXNYSGJJaHpLaHVrQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Rumah Sakit Umum, Rumah Sakit Khusus, Puskesmas, Klinik Pratama, dan Posyandu Menurut Provinsi, 2016 - 2020","Jumlah Rumah Sakit Umum, Rumah Sakit Khusus, Puskesmas, Klinik Pratama, dan Posyandu Menurut Provinsi, 2020",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2020/id_tabel/biszcFRCUnVKUXNnTDZvWnA3ZWtyUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir Menurut Provinsi, 2015 - 2021","Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir  Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/TEptbDV0QlRORVl6cjl0THhMbk02Zz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Memiliki Jaminan Kesehatan Menurut Provinsi dan Jenis Jaminan, 2017 - 2021","Persentase Penduduk yang Memiliki Jaminan Kesehatan Menurut Provinsi dan Jenis Jaminan, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/UUROM3lMeGsxZ0czT2xFeEJsK0VWZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Penduduk yang Mempunyai Keluhan Kesehatan dan Pernah Rawat Jalan dalam Sebulan Terakhir Menurut Menurut Provinsi, 2014 - 2021","Persentase Penduduk yang Mempunyai Keluhan Kesehatan dan Berobat Jalan Selama Sebulan Terakhir Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/UGRkblliSHZUa0J0VEpDZUJwdFhxQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Prevalensi Obesitas Pada Penduduk Umur > 18 Tahun, 2007 - 2018","Prevalensi Obesitas Pada Penduduk Umur > 18 Tahun, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1481/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Prevalensi Obesitas Pada Penduduk Umur > 18 Tahun Menurut Jenis Kelamin, 2007 - 2018","Prevalensi Obesitas Pada Penduduk Umur > 18 Tahun Menurut Jenis Kelamin, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1781/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Prevalensi Anemia Pada Ibu Hamil, 2013 - 2018","Prevalensi Anemia Pada Ibu Hamil, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1333/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Prevalensi Tekanan Darah Tinggi Menurut Provinsi, 2007 - 2018","Prevalensi Tekanan Darah Tinggi Menurut Provinsi, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1480/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Provinsi, 2012 - 2017","Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Provinsi, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1397/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Kepadatan Dan Distribusi Tenaga Kesehatan, 2016 - 2018","Kepadatan Dan Distribusi Tenaga Kesehatan, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1477/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Provinsi , 2012 - 2017","Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Provinsi , 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1353/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Total Menurut Daerah Tempat Tinggal, 2012 - 2017","Angka Kelahiran Total Menurut Daerah Tempat Tinggal, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1401/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Total Menurut Kelompok Pengeluaran, 2012 - 2017","Angka Kelahiran Total Menurut Kelompok Pengeluaran, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1400/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Total Menurut Provinsi, 2012 - 2017","Angka Kelahiran Total Menurut Provinsi, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1399/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Indeks Khusus Penanganan Stunting Menurut Kabupaten/Kota, 2018 - 2019","Indeks Khusus Penanganan Stunting Menurut Kabupaten/Kota, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1950/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Indeks Khusus Penanganan Stunting Menurut Provinsi, 2018 - 2019","Indeks Khusus Penanganan Stunting Menurut Provinsi, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1949/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kematian Neonatal (AKN) Dan Angka Kematian Bayi Per 1000 Kelahiran Menurut Provinsi, 2012 - 2017","Angka Kematian Neonatal (AKN) Dan Angka Kematian Bayi Per 1000 Kelahiran Menurut Provinsi, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1383/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Daerah Tempat Tinggal , 2012 - 2017","Angka Kelahiran Pada Perempuan Usia 15-19 Tahun Menurut Daerah Tempat Tinggal , 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1612/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Pengetahuan Dan Pemahaman Pasangan Usia Subur (PUS) Tentang Metode Kontrasepsi Modern Menurut Provinsi, 2012 - 2017","Persentase Pengetahuan Dan Pemahaman Pasangan Usia Subur (PUS) Tentang Metode Kontrasepsi Modern Menurut Provinsi, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1321/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah Korban Penyalahgunaan Napza yang Mendapatkan Rehabilitasi Sosial di Dalam Panti Sesuai Standar Pelayanan (Orang), 2017 - 2019","Jumlah Korban Penyalahgunaan Napza yang Mendapatkan Rehabilitasi Sosial di Dalam Panti Sesuai Standar Pelayanan (Orang), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1793/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Jumlah yang Mengakses Layanan Pasca Rehabilitasi, 2017 - 2019","Jumlah yang Mengakses Layanan Pasca Rehabilitasi, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1790/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Balita menurut Provinsi dan Penolong Kelahiran Terakhir (Persen), 2003 - 2014","Persentase Balita menurut Provinsi dan Penolong Kelahiran Terakhir (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/53/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Persentase Balita Obesitas (BB/TB) Kelompok Umur 0-59 Bulan Menurut Provinsi (Persen), 2016 - 2018","Persentase Balita Obesitas (BB/TB) Kelompok Umur 0-59 Bulan Menurut Provinsi (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1761/key/[WebAPI_KEY]
